identifier,canonical_smiles,standard_inchi_key,name_coconut,iupac_name_coconut,molecular_formula,mw_coconut,alogp,tpsa_coconut,hba_coconut,hbd_coconut,rot_bonds_coconut,qed_drug_likeliness,lipinski_violations,aromatic_rings,frac_csp3,np_likeness_num,np_classifier_pathway,np_classifier_superclass,np_classifier_class,chemical_class,chemical_superclass,direct_parent,organisms,collections,contains_sugar,contains_ring_sugars,dois,source_database,is_african_np,lipinski_pass,inchikey_14,npass_np_id,in_npass,p_active,african_rank
CNP0275051.1,C=C[C@@]12COC(=O)C(=C)[C@H]1[C@@H](O)[C@H](C(=C)C(C)=O)[C@@H](OC(=O)C(=C)CO)C2,XIAJIWWHTWNYLB-YPLULLRNSA-N,,"[(4~{a}~{S},5~{R},6~{S},7~{S},8~{a}~{R})-5-hydroxy-4-methylene-6-(1-methylene-2-oxo-propyl)-3-oxo-8~{a}-vinyl-1,4~{a},5,6,7,8-hexahydroisochromen-7-yl] 2-(hydroxymethyl)prop-2-enoate",C20H24O7,376.41,0.87,110.13,7,2,6,0.4,0,0,0.45,2.83,Terpenoids,Sesquiterpenoids,Elemane sesquiterpenoids,Prenol lipids,Lipids and lipid-like molecules,Terpene lactones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,XIAJIWWHTWNYLB,,False,0.33925135587853583,77
CNP0358928.4,CO[C@H]1C[C@H](O[C@@H]2CC[C@@]3(C)[C@@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C(C)=O)CC[C@@]43O)C2)O[C@H](C)[C@H]1N,XNPZZOKPHOMJPJ-ZCUSCYLKSA-N,,"1-[(3~{R},5~{S},8~{R},9~{S},10~{S},13~{R},14~{R},17~{S})-3-[(2~{R},4~{S},5~{R},6~{R})-5-amino-4-methoxy-6-methyl-tetrahydropyran-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]ethanone",C28H47NO5,477.69,4.21,91.01,6,2,4,0.59,0,0,0.96,2.51,Terpenoids,Steroids,Pregnane steroids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Steroidal glycosides,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,XNPZZOKPHOMJPJ,NPC593392,True,0.33861368855341434,78
CNP0211797.1,COc1ccc2c(c1O)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,QELDJEKNFOQJOY-ZDUSSCGKSA-N,Isocorydine,"(6~{a}~{S})-1,2,10-trimethoxy-6-methyl-5,6,6~{a},7-tetrahydro-4~{H}-dibenzo[de,g]quinolin-11-ol",C20H23NO4,341.41,3.17,51.16,5,1,3,0.93,0,2,0.4,1.47,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,Aporphines,Alkaloids and derivatives,Aporphines,"Alstonia angustiloba|Annona cherimola|Annona glabra|Annona purpurea|Annona senegalensis|Annona squamosa|Ardisia hortorum|Argemone mexicana L.|Artabotrys suaveolens|Artabotrys uncinatus|Artemisia pectinata|Artocarpus incisa|Aspergillus microcysticus|Atherosperma moschatum|Baccharis grandicapitulata|Beesia calthifolia|Berberis densiflora|Berberis heterobotrys|Berberis oblonga|Berberis vulgaris|Berberis vulgaris L.|Bohadschia marmorata|Boschniakia rossica|Botrychium ternatum|Bursera kerberi|Bursera simaruba|Callistemon speciosus|Cephalaria leucantha|Cetraria australiensis|Chrysanthemum myconis|Cissus quadrangularis|Clerodendrum trichotomum|Clinacanthus nutans|Coffea liberica var. dewevrei|Coleus wulfenioides|Conus gladiator|Corydalis alba (Mill.) Mansf.|Corydalis cava|Corydalis cava (L.) Schweigg & Koerte|Corydalis lutea|Corydalis lutea (L.) DC.|Corydalis ochroleuca|Corydalis solida|Corydalis solida (L.) Clairv.|Corydalis ternata|Corydalis tuberosa|Corydalis turtschaninovii|Corydalis yanhusuo|Costasiella ocellifera|Creosphaeria sassafras|Crotalaria stolzii|Croton hemiargyreus|Curcuma aeruginosa|Dactylocapnos torulosa|Dehaasia incrassata|Dehaasia triandra|Delisea elegans|Delphinium denudatum|Delphinium giraldii|Dicentra canadensis|Dictyodendrilla cavernosa|Dilophus guineensis|Diplacus aurantiacus|Doronicum grandiflorum|Dovyalis hebecarpa|Emericellopsis minima|Eremophila oppositifolia|Ericameria laricifolia|Eucalyptus albens|Euonymus fortunei|Eupatorium rebaudianum|Euphorbia characias subsp. wulfenii|Euploca racemosa|Glaucium corniculatum|Glaucium fimbrilligerum|Glaucium flavum|Glaucium flavum Crantz.|Glaucium spp.|Grifola frondosa|Guatteria oliviformis|Gutierrezia dracunculoides|Hedysarum gmelini|Helenium integrifolium|Hernandia peltata|Hydnum aurantiacum|Hypecoum procumbens|Isopyrum thalictroides|Isopyrum thalictroides L.|Ixeris repens|Juniperus scopulorum|Lasianthaea podocephala|Leibnitzia anandria|Ligularia nelumbifolia|Lithocarpus haipinii|Litsea cubeba|Litsea deccanensis|Lora quadra|Loranthus longiflorus|Lupinus cosentinii|Lycopodium chinense|Mahonia aquifolium|Mahonia aquifolium (Pursh) Nutt.|Melampodium leucanthum|Mentha incana|Micromonospora echinospora|Miliusa velutina|Moesziomyces antarcticus|Morella pensylvanica|Nandina domestica|Nectandra salicifolia|Ocotea benesii|Ocotea holdrigeana|Ocotea holdrigeiana|Ocotea macrophylla|Ocotea vellosiana|Ormosia dasycarpa|Ormosia fordiana|Oxytropis lanata|Papaver alpinum aggr. (P. aurantacum Loisel., P. ocidentale (Markgr.) H. E. Hess & Landolt and P. sendtneri Hayek)|Papaver argemone L.|Papaver commutatum|Papaver confine|Papaver croceum Ledeb.|Papaver dubium L.|Papaver pinnatifidum|Papaver pseudocanescens|Papaver rhoeas|Papaver rhoeas L.|Papaver rhopalothece|Papaver somniferum L.|Papaver spp.|Papaver stevenianum|Pellacalyx axillaris|Penicillium vulpinum|Pestalotiopsis oenotherae|Phlomis crinita|Phoebe clemensii|Piper brachystachyum|Plectranthus ernstii|Podocarpus elatus|Polanisia trachysperma|Polygala senega|Populus balsamifera|Pseudocyphellaria australiensis|Psidium acutangulum|Ramalina farinacea|Renealmia alpinia|Rhododendron mucronulatum|Sarcocapnos enneaphylla|Sarcocapnos saetabensis|Sarcophyton flexuosum|Sargassum fulvellum|Selinum libanotis|Senecio congestus|Sideritis dasygnaphala|Siparuna griseo-flavescens|Solanum boerhaavii|Sphaerophysa salsula|Spongia vaginalis|Stellaria media|Stephania brachyandra|Stephania cepharantha|Stephania dinklagei|Stephania dinklaget|Stephania lincangensis|Stephania macrantha|Stephania officinarum|Stephania pierii|Streptomyces melanogenes|Streptomyces nigrescens|Streptomyces parvisporogenes|Strychnos gossweileri|Taxillus yadoriki|Tephroseris kirilowii|Tephrosia falciformis|Thalictrum delavayi|Thalictrum pedunculatum|Thalictrum urbainii|Tylopilus plumbeoviolaceus|Vachellia karroo|Xanthoxylum brachyacanthum|Zephyranthes flava",ANPDB|AfroDB|AfroMalariaDB|Australian natural products|CMAUP (cCollective molecular activities of useful plants)|ChEBI NPs|ConMedNP|FooDB|GNPS (Global Natural Products Social Molecular Networking)|KNApSaCK|Latin America dataset|NANPDB (Natural Products from Northern African Sources)|NPASS|NPEdia|NuBBEDB|Phyto4Health|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|TIPdb (database of Taiwan indigenous plants)|TPPT (Toxic Plants–PhytoToxins)|VietHerb,f,f,10.1002/9780470744307.gat218|10.1016/0031-9422(75)85390-8|10.1016/0305-1978(94)00096-Y|10.1055/s-2007-970033|10.1071/ch9560111|10.1080/14786410902904418,COCONUT,True,True,QELDJEKNFOQJOY,NPC607722,True,0.3359355230714687,79
CNP0335132.1,C=C1[C@@H]2C[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1[C@@H](OC(C)=O)[C@@H](CO)C(C)(C)O[C@H](C=O)[C@H]12,ZNZWERKVRGGUNX-CZCUOFMZSA-N,,"[(1~{S},3~{R},4~{S},5~{R},8~{S},9~{S},10~{R},12~{S},13~{S})-8-formyl-13-(3-furyl)-5-(hydroxymethyl)-6,6,12-trimethyl-17-methylene-15-oxo-2,7,14-trioxatetracyclo[8.6.1.0^{1,12}.0^{3,9}]heptadecan-4-yl] acetate",C26H32O9,488.53,2.52,121.5,9,1,4,0.39,0,1,0.65,3.1,Terpenoids,Triterpenoids,Limonoids,Oxepanes,Organoheterocyclic compounds,Oxepanes,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,ZNZWERKVRGGUNX,,False,0.3355850329166617,80
CNP0126487.2,CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)[C@@H](O)[C@H](c1ccc(O)cc1)O2,WCWOWFQELCQQCI-ZAZHNGRFSA-N,,"(2~{S},3~{S})-6-[(2~{E})-3,7-dimethylocta-2,6-dienyl]-3,5,7-trihydroxy-2-(4-hydroxyphenyl)chroman-4-one",C25H28O6,424.49,4.72,107.22,6,4,6,0.5,0,2,0.32,2.53,Shikimates and Phenylpropanoids,Flavonoids,Dihydroflavonols,Flavonoids,Phenylpropanoids and polyketides,Flavanonols,Bonannia graeca|Macaranga alnifolia|Schizolaena hystrix,AfroDB|KNApSaCK|ZINC NP,f,f,,COCONUT,True,True,WCWOWFQELCQQCI,NPC515994,True,0.33519610487672147,81
CNP0198269.1,CC(C)=CCCc1cc(/C=C/C(=O)c2cc3c(cc2O)O[C@@H](C(C)(C)O)C3)ccc1O,WPBPIIAWPDVRDS-VMQHTIDMSA-N,,"(~{E})-1-[(2~{R})-6-hydroxy-2-(1-hydroxy-1-methyl-ethyl)-2,3-dihydrobenzofuran-5-yl]-3-[4-hydroxy-3-(4-methylpent-3-enyl)phenyl]prop-2-en-1-one",C26H30O5,422.52,4.97,86.99,5,3,7,0.33,0,2,0.35,1.81,Shikimates and Phenylpropanoids,Flavonoids,Chalcones,Cinnamic acids and derivatives,Phenylpropanoids and polyketides,Hydroxycinnamic acids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,WPBPIIAWPDVRDS,,False,0.33456899836720716,82
CNP0127153.17,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(CO)[C@H]5CC[C@]43C)[C@@H]2C1,RWNHLTKFBKYDOJ-UESYTDEWSA-N,,"(4~{a}~{S},6~{a}~{S},6~{a}~{S},6~{b}~{R},8~{a}~{S},9~{R},10~{R},11~{S},12~{a}~{R},14~{b}~{S})-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6~{a},6~{b},9,12~{a}-hexamethyl-1,3,4,5,6,6~{a},7,8,8~{a},10,11,12,13,14~{b}-tetradecahydropicene-4~{a}-carboxylic acid",C30H48O5,488.71,5.18,97.99,4,4,2,0.4,1,0,0.9,3.31,Terpenoids,Triterpenoids,Oleanane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Hydroxysteroids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,RWNHLTKFBKYDOJ,NPC569095,True,0.3345493609312822,83
CNP0215408.1,CC(=O)OC/C=C/C(=O)C[C@@H]1[C@H](O)C[C@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@@]3(C)C(=O)C[C@@]12C,OPZHEKLMAUSIEG-IJBOKFCQSA-N,,"[(~{E})-5-[(2~{S},8~{S},9~{S},10~{S},13~{S},14~{R},16~{R},17~{S})-2,16-dihydroxy-4,4,9,13,14-pentamethyl-3,11-dioxo-2,7,8,10,12,15,16,17-octahydro-1~{H}-cyclopenta[a]phenanthren-17-yl]-4-oxo-pent-2-enyl] acetate",C29H40O7,500.63,3.36,117.97,7,2,5,0.34,1,0,0.72,2.99,Terpenoids,Triterpenoids,Cucurbitane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,11-oxosteroids,,AfroDB,f,f,,COCONUT,True,True,OPZHEKLMAUSIEG,,False,0.3326372349578197,84
CNP0240666.2,CC(C)C1=CC2=CC=C3C(C)(C)C[C@@H](OC(=O)c4ccc(O)c(O)c4)C[C@]3(C)C2=C(O)C1=O,ODFVSDJLTCHLCV-CRYYWNKWSA-N,,"[(3~{R},4~{a}~{S})-5-hydroxy-7-isopropyl-1,1,4~{a}-trimethyl-6-oxo-3,4-dihydro-2~{H}-phenanthren-3-yl] 3,4-dihydroxybenzoate",C27H30O6,450.53,5.29,104.06,6,3,3,0.43,1,1,0.41,2.16,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,ODFVSDJLTCHLCV,NPC10582,True,0.3324781926651164,85
CNP0346386.1,CC1(C)C[C@@H]2[C@@]3(CC[C@]4(C)[C@@]2(CC[C@H]2[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]24C)OC3)[C@@H](O)C1,DBKYOEJQKYFYQR-SJPLPTJESA-N,,"(1~{R},4~{S},5~{R},8~{R},10~{S},13~{R},14~{S},17~{S},18~{R},22~{S})-4,5,9,9,13,20,20-heptamethyl-24-oxahexacyclo[15.5.2.0^{1,18}.0^{4,17}.0^{5,14}.0^{8,13}]tetracosane-10,22-diol",C30H50O3,458.73,6.35,49.69,3,2,0,0.44,1,0,1.0,3.05,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"13,28-epoxyoleananes",,AfroDB|ZINC NP,f,f,,COCONUT,True,True,DBKYOEJQKYFYQR,,False,0.3320162306108216,86
CNP0346383.1,COc1cc([C@@H]2COc3cc4occc4cc3C2=O)cc(OC)c1OC,UVOSYRNAYALXRL-AWEZNQCLSA-N,,"(6~{R})-6-(3,4,5-trimethoxyphenyl)-6,7-dihydrofuro[3,2-g]chromen-5-one",C20H18O6,354.36,3.82,67.13,6,0,4,0.71,0,3,0.25,1.15,Shikimates and Phenylpropanoids,Isoflavonoids,Isoflavanones,Isoflavonoids,Phenylpropanoids and polyketides,3'-O-methylated isoflavonoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,UVOSYRNAYALXRL,,False,0.33201371496411175,87
CNP0346491.0,c1c2c(c3c4c1CCNc4cc1cc4c(cc13)OCO4)OCO2,ABTFKCCYVMVVNW-UHFFFAOYSA-N,,"5,7,19,21-tetraoxa-13-azahexacyclo[10.10.1.0^{2,10}.0^{4,8}.0^{16,23}.0^{18,22}]tricosa-1(22),2,4(8),9,11,16(23),17-heptaene",C18H13NO4,307.31,3.42,48.95,5,1,0,0.64,0,3,0.22,1.3,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,Aporphines,Alkaloids and derivatives,Aporphines,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,ABTFKCCYVMVVNW,,False,0.3317648807687035,88
CNP0255576.1,CC[C@@H](CC[C@H](C)[C@H]1CC[C@@H]2[C@H]3CC=C4C[C@@H](O)CC[C@@]4(C)[C@@H]3CC[C@]21C)C(C)=O,DMPCQZBAZOKWKU-HZRHJXNPSA-N,,"(3~{S},6~{S})-3-ethyl-6-[(3~{S},8~{R},9~{R},10~{S},13~{S},14~{R},17~{R})-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1~{H}-cyclopenta[a]phenanthren-17-yl]heptan-2-one",C28H46O2,414.67,6.96,37.3,2,1,6,0.48,1,0,0.89,2.54,Terpenoids,Steroids,Cholestane steroids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Oxosteroids,,AfroDB,f,f,,COCONUT,True,True,DMPCQZBAZOKWKU,,False,0.3315723441827398,89
CNP0281748.1,C=C1CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,RUVGAOXZLPFVKY-IPTPSVHJSA-N,79726-65-1,"(6~{a}~{S},6~{b}~{S},8~{a}~{R},12~{a}~{R},14~{a}~{R})-3-hydroxy-4,6~{a},6~{b},8~{a},14~{a}-pentamethyl-11-methylene-7,8,9,10,12,12~{a},13,14-octahydropicen-2-one",C28H36O2,404.59,7.16,37.3,2,1,0,0.43,1,0,0.61,3.63,Terpenoids,Triterpenoids,,Organooxygen compounds,Organic oxygen compounds,Cyclic ketones,Salacia madagascariensis,ANPDB|AfroDB|CMAUP (cCollective molecular activities of useful plants)|KNApSaCK|NANPDB (Natural Products from Northern African Sources)|NPASS|ZINC NP,f,f,10.1021/np0497088|10.1021/np50016a023,COCONUT,True,True,RUVGAOXZLPFVKY,NPC112680,True,0.3313932134123699,90
CNP0229300.3,C=C[C@@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@@H]1[C@@H](OC(=O)C(=C)CO)C2,ZSXNBLOPYIJLQV-FVBMSTDLSA-N,,"[(3~{a}~{R},4~{S},5~{a}~{R},9~{a}~{S},9~{b}~{S})-3,9-dimethylene-2,8-dioxo-5~{a}-vinyl-3~{a},4,5,6,9~{a},9~{b}-hexahydrofuro[2,3-f]isochromen-4-yl] 2-(hydroxymethyl)prop-2-enoate",C19H20O7,360.36,0.85,99.13,7,1,4,0.34,0,0,0.42,3.16,Terpenoids,Sesquiterpenoids,Elemane sesquiterpenoids,Carboxylic acids and derivatives,Organic acids and derivatives,Tricarboxylic acids and derivatives,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,ZSXNBLOPYIJLQV,NPC574251,True,0.33010305089672065,91
CNP0329415.1,C=C1C(=O)CO[C@@H]2/C=C(/COC(C)=O)C/C=C(/C=O)[C@@H](OC(C)=O)[C@H](OC(=O)[C@H](C)CC)[C@H]12,JHWHKMBFXMYKRJ-SHZKOPFTSA-N,,"[(4~{a}~{R},5~{R},6~{R},7~{E},10~{Z},11~{a}~{R})-6-acetoxy-10-(acetoxymethyl)-7-formyl-4-methylene-3-oxo-5,6,9,11~{a}-tetrahydro-4~{a}~{H}-cyclonona[b]pyran-5-yl] (2~{R})-2-methylbutanoate",C24H30O9,462.5,2.03,122.27,9,0,7,0.18,0,0,0.54,2.61,Terpenoids,Sesquiterpenoids,Germacrane sesquiterpenoids,Carboxylic acids and derivatives,Organic acids and derivatives,Tricarboxylic acids and derivatives,,AfroDB,f,f,,COCONUT,True,True,JHWHKMBFXMYKRJ,,False,0.33002585742497564,92
CNP0244730.1,CC(=O)OC[C@H]1[C@H]2[C@@H](OC(C)=O)C[C@@H](C)[C@](C)(CCC3=CC(=O)OC3)[C@@H]2CC[C@]12CO2,VDUBTHRPHOEQKW-UPDRVWFQSA-N,,"[(1~{R},2~{R},4~{a}~{R},5~{S},6~{R},8~{S},8~{a}~{S})-8-acetoxy-5,6-dimethyl-5-[2-(5-oxo-2~{H}-furan-3-yl)ethyl]spiro[decalin-2,2'-oxirane]-1-yl]methyl acetate",C24H34O7,434.53,3.2,91.43,7,0,6,0.36,0,0,0.79,3.13,Terpenoids,Diterpenoids,Colensane and Clerodane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpene lactones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,VDUBTHRPHOEQKW,,False,0.32997155474642315,93
CNP0346402.1,C=C[C@]12[C@H](CC)OC(=O)C[C@H]1[C@@H]1OC(=O)C[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,XCEDPWHUSAYIAF-LBQOAZCGSA-N,,"[(3~{a}~{R},4~{S},5~{R},5~{a}~{S},6~{S},9~{a}~{R},9~{b}~{S})-6-ethyl-5-hydroxy-2,8-dioxo-5~{a}-vinyl-3,3~{a},4,5,6,9,9~{a},9~{b}-octahydrofuro[2,3-f]isochromen-4-yl] 3-hydroxypropanoate",C18H24O8,368.38,0.1,119.36,8,2,5,0.4,0,0,0.72,2.76,,,,Carboxylic acids and derivatives,Organic acids and derivatives,Tricarboxylic acids and derivatives,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,XCEDPWHUSAYIAF,,False,0.32977218670749725,94
